id,model_short,model_id,source_file,experiment_id,timestamp,config_name,prompt_id,config_prompting,config_weighting,weight_factor,anon_model_code
187,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,d1dd65a2-264e-434d-af4b-346caab9ae24,2025-10-23T00:27:32.519175,TinyLlama_prompted,P2,True,False,1.5,M1
188,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,32bb12cf-042d-40fe-b28a-a38812ed1521,2025-10-23T00:27:34.771145,TinyLlama_weighted_prompted,P2,True,True,1.5,M1
189,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,cfa66570-4df6-440c-8114-5b418e9ced1e,2025-10-23T00:27:36.316887,TinyLlama_control,P3,False,False,1.5,M1
190,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,2b058eb2-0bf3-41ae-b97a-128db21633c9,2025-10-23T00:27:37.752332,TinyLlama_weighted,P3,False,True,1.5,M1
191,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,ad75104c-7398-436d-bd6f-5f00f8ac932b,2025-10-23T00:27:39.131929,TinyLlama_prompted,P3,True,False,1.5,M1
192,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,c7c2d89a-f899-454b-81ea-71f056c56ce9,2025-10-23T00:27:42.359275,TinyLlama_weighted_prompted,P3,True,True,1.5,M1
193,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,9305482f-0732-4188-a776-670a1879ae8c,2025-10-23T00:27:44.913440,TinyLlama_control,P4,False,False,1.5,M1
194,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,36e02aa3-6d27-491f-885f-200526127da2,2025-10-23T00:27:45.949279,TinyLlama_weighted,P4,False,True,1.5,M1
195,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,eced51d5-8d45-478c-b2e4-f5833c6201fc,2025-10-23T00:27:47.256233,TinyLlama_prompted,P4,True,False,1.5,M1
196,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,4825b4d1-b6f2-4bfe-bbdc-e5d39e2338c1,2025-10-23T00:27:48.304271,TinyLlama_weighted_prompted,P4,True,True,1.5,M1
197,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,218470d9-0904-4811-a035-b03450878395,2025-10-23T00:27:50.347280,TinyLlama_control,P5,False,False,1.5,M1
198,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,cd58667e-d0bd-4c04-b30b-c075e88831a3,2025-10-23T00:27:52.590618,TinyLlama_weighted,P5,False,True,1.5,M1
199,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,308bf947-5030-4b56-888e-dd04b68ca5a6,2025-10-23T00:27:54.794570,TinyLlama_prompted,P5,True,False,1.5,M1
200,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,5a702f0d-8e73-4c10-9ebd-679caced7d21,2025-10-23T00:27:57.171655,TinyLlama_weighted_prompted,P5,True,True,1.5,M1
201,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,038d72f2-82e4-450f-81b6-02e7c2bac2c6,2025-10-23T00:27:58.212405,TinyLlama_control,P6,False,False,1.5,M1
202,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,e16dbb9b-16d0-435a-a5fb-6508895798d9,2025-10-23T00:27:59.674651,TinyLlama_weighted,P6,False,True,1.5,M1
203,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,ea4c2c3e-b727-484b-a40a-795178807609,2025-10-23T00:28:02.285566,TinyLlama_prompted,P6,True,False,1.5,M1
204,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,84956c81-dd3b-4344-a3a4-bc278ce253d7,2025-10-23T00:28:03.052953,TinyLlama_weighted_prompted,P6,True,True,1.5,M1
205,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,3aa49aba-44be-457e-aa60-f341cc6c2e17,2025-10-23T00:28:03.920702,TinyLlama_control,P7,False,False,1.5,M1
206,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,a26c7527-32b7-4b8d-9abb-342a43a48502,2025-10-23T00:28:04.968761,TinyLlama_weighted,P7,False,True,1.5,M1
207,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,9d950d6e-416a-4ee3-ae38-48492cf5b066,2025-10-23T00:28:06.568080,TinyLlama_prompted,P7,True,False,1.5,M1
208,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,ca87f155-4169-4ba0-a029-dbad73e8c723,2025-10-23T00:28:08.838374,TinyLlama_weighted_prompted,P7,True,True,1.5,M1
209,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,58bf0ab6-e6e4-4521-a77b-c98745d35140,2025-10-23T00:28:11.254312,TinyLlama_control,P8,False,False,1.5,M1
210,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,2780cdc8-03ff-45f6-8755-eceb886b24dd,2025-10-23T00:28:13.632003,TinyLlama_weighted,P8,False,True,1.5,M1
211,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,5e24a032-4250-4740-8bd2-b36ea7f750ba,2025-10-23T00:28:16.630181,TinyLlama_prompted,P8,True,False,1.5,M1
212,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,2082671f-d3fc-45f6-986b-c511a57708d7,2025-10-23T00:28:18.588554,TinyLlama_weighted_prompted,P8,True,True,1.5,M1
213,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,1679e667-eba8-4daa-a6bf-3c61686dd93e,2025-10-23T00:28:19.733344,TinyLlama_control,P9,False,False,1.5,M1
214,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,d3213dbf-aa90-4854-bb69-0636e181e9d8,2025-10-23T00:28:22.010270,TinyLlama_weighted,P9,False,True,1.5,M1
215,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,7f8f4eea-f1f7-4acc-84d1-7c54905c0da4,2025-10-23T00:28:24.718696,TinyLlama_prompted,P9,True,False,1.5,M1
216,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,2e592e28-4554-42de-b3ee-b1e2e07a9dbc,2025-10-23T00:28:26.077534,TinyLlama_weighted_prompted,P9,True,True,1.5,M1
217,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,1e076178-8e0d-40b2-8fd4-95696e0921fa,2025-10-23T00:28:27.273457,TinyLlama_control,P10,False,False,1.5,M1
218,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,20009708-6268-4431-bc5a-78d36b7b0a2e,2025-10-23T00:28:29.840398,TinyLlama_weighted,P10,False,True,1.5,M1
219,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,6e9ed25c-a3a3-4956-97ab-3bc5a61287b8,2025-10-23T00:28:30.809867,TinyLlama_prompted,P10,True,False,1.5,M1
220,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,c63bc92a-f2d3-4b74-b97f-69b208dc3072,2025-10-23T00:28:33.492283,TinyLlama_weighted_prompted,P10,True,True,1.5,M1
221,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,4af50b6f-a374-4d87-92a3-8718a6e9f5cf,2025-10-23T00:28:34.485032,TinyLlama_control,P11,False,False,1.5,M1
222,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,04ebc2a1-116c-4d33-952c-8f0efe219ff4,2025-10-23T00:28:35.789541,TinyLlama_weighted,P11,False,True,1.5,M1
223,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,c520e4a4-b17c-4c68-8e9f-59a2d7be5cc8,2025-10-23T00:28:37.810118,TinyLlama_prompted,P11,True,False,1.5,M1
224,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,f12928dc-3351-41e9-8d15-eb419a912464,2025-10-23T00:28:38.803438,TinyLlama_weighted_prompted,P11,True,True,1.5,M1
225,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,eff1ebd5-114f-4dd8-b5fb-bd085898fd47,2025-10-23T00:28:41.410927,TinyLlama_control,P12,False,False,1.5,M1
226,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,7330ee4d-8e68-49dc-97f0-21771eaf9a94,2025-10-23T00:28:43.594298,TinyLlama_weighted,P12,False,True,1.5,M1
227,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,97b310d7-092b-4a62-93de-16f6fd57f8e5,2025-10-23T00:28:44.299357,TinyLlama_prompted,P12,True,False,1.5,M1
228,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,e22442fe-0520-4828-b94e-144df5308a58,2025-10-23T00:28:44.731233,TinyLlama_weighted_prompted,P12,True,True,1.5,M1
229,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,e03b7fa0-665f-424a-afa1-2666d2d65404,2025-10-23T00:28:46.820075,TinyLlama_control,P13,False,False,1.5,M1
230,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,d0b5385b-87a2-4431-b3f3-3e88611b4e61,2025-10-23T00:28:49.069771,TinyLlama_weighted,P13,False,True,1.5,M1
231,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,bbc1471d-cf60-41c4-942b-c57ea37c6bdf,2025-10-23T00:28:51.320808,TinyLlama_prompted,P13,True,False,1.5,M1
232,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,40cf7881-b044-4ab4-903b-50c328d5081d,2025-10-23T00:28:53.384519,TinyLlama_weighted_prompted,P13,True,True,1.5,M1
233,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,eb617c43-9dfc-477d-86b7-939137a99bab,2025-10-23T00:28:55.605766,TinyLlama_control,P14,False,False,1.5,M1
234,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,29cf0041-72b6-41f1-84f9-774704332224,2025-10-23T00:28:57.893821,TinyLlama_weighted,P14,False,True,1.5,M1
235,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,f034f669-8d83-44fc-812c-a3094d3ed0bf,2025-10-23T00:29:00.436636,TinyLlama_prompted,P14,True,False,1.5,M1
236,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,dcb9e2b8-9147-4453-9e92-9f5fd081b341,2025-10-23T00:29:02.713872,TinyLlama_weighted_prompted,P14,True,True,1.5,M1
237,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,45ae93ed-4071-41d5-9b97-f49a11eea576,2025-10-23T00:29:03.826968,TinyLlama_control,P15,False,False,1.5,M1
238,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,8afbae9a-2c4c-49da-b1ea-a4309f4e6f98,2025-10-23T00:29:05.369231,TinyLlama_weighted,P15,False,True,1.5,M1
239,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,19e81146-28b4-4f09-a999-8d15a7266c6c,2025-10-23T00:29:07.984749,TinyLlama_prompted,P15,True,False,1.5,M1
240,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,61b3df0a-382b-45b8-abe5-22930f3d4a45,2025-10-23T00:29:10.243196,TinyLlama_weighted_prompted,P15,True,True,1.5,M1
